region,regioncode,district,districtcode,ward,wardcode,street,places
NJOMBE,59,LUDEWA,59,LUANA,59,LUANA,MALATU
NJOMBE,59,LUDEWA,59,LUANA,59,LUANA,ULONGE
NJOMBE,59,LUDEWA,59,LUANA,59,LUANA,ITUNI
NJOMBE,59,LUDEWA,59,LUANA,59,LUANA,MAJENGO
NJOMBE,59,LUDEWA,59,LUANA,59,MBWILA,MBWILA KATI
NJOMBE,59,LUDEWA,59,LUANA,59,MBWILA,NG'ANGALILA
NJOMBE,59,LUDEWA,59,LUANA,59,MBWILA,MGUGUCHI
NJOMBE,59,LUDEWA,59,LUANA,59,MBWILA,MAGOMENI
NJOMBE,59,LUDEWA,59,LUANA,59,MBWILA,MASAULA
NJOMBE,59,LUDEWA,59,LUANA,59,MBWILA,LUSASA
NJOMBE,59,LUDEWA,59,LUANA,59,MHOLO,SANJIMWANA
NJOMBE,59,LUDEWA,59,LUANA,59,MHOLO,MLWILO
NJOMBE,59,LUDEWA,59,LUANA,59,MHOLO,MHOLO MJINI
NJOMBE,59,LUDEWA,59,MAWENGI,59,MAWENGI,MAWENGI
NJOMBE,59,LUDEWA,59,MAWENGI,59,MAWENGI,LUTANANA
NJOMBE,59,LUDEWA,59,MAWENGI,59,MAWENGI,KIWANJA
NJOMBE,59,LUDEWA,59,MAWENGI,59,MAWENGI,MKIMBO
NJOMBE,59,LUDEWA,59,MAWENGI,59,MAWENGI,MATEKELEO
NJOMBE,59,LUDEWA,59,MAWENGI,59,MAWENGI,SAMBALA
NJOMBE,59,LUDEWA,59,MAWENGI,59,MAWENGI,NG'ENGEJA
NJOMBE,59,LUDEWA,59,MAWENGI,59,MAWENGI,NEWELE
NJOMBE,59,LUDEWA,59,MAWENGI,59,MAWENGI,IKULU
NJOMBE,59,LUDEWA,59,MAWENGI,59,MAWENGI,MHEZA
NJOMBE,59,LUDEWA,59,MAWENGI,59,MAWENGI,MANYANYA
NJOMBE,59,LUDEWA,59,MAWENGI,59,MADUNDA,KISAUNI
NJOMBE,59,LUDEWA,59,MAWENGI,59,MADUNDA,MTEWELE
NJOMBE,59,LUDEWA,59,MAWENGI,59,MADUNDA,UNENA
NJOMBE,59,LUDEWA,59,MAWENGI,59,MADUNDA,MOROGORO
NJOMBE,59,LUDEWA,59,MAWENGI,59,KIWE,KISUTI
NJOMBE,59,LUDEWA,59,MAWENGI,59,KIWE,WECHA
NJOMBE,59,LUDEWA,59,MAWENGI,59,KIWE,MPUNGU
NJOMBE,59,LUDEWA,59,MAWENGI,59,KIWE,LUMBILA
NJOMBE,59,LUDEWA,59,MAWENGI,59,LUPANDE,LUSAPO
NJOMBE,59,LUDEWA,59,MAWENGI,59,LUPANDE,IYUNGUYA
NJOMBE,59,LUDEWA,59,MAWENGI,59,LUPANDE,MAHANJA
NJOMBE,59,LUDEWA,59,MAWENGI,59,LUPANDE,VIGANGA
NJOMBE,59,LUDEWA,59,MAWENGI,59,LUPANDE,LUPANDE KATI
NJOMBE,59,LUDEWA,59,MAWENGI,59,LUPANDE,ITACHI
NJOMBE,59,LUDEWA,59,MAWENGI,59,LUPANDE,MATANDALA
NJOMBE,59,LUDEWA,59,MAWENGI,59,KITEWELE,MAPELELE
NJOMBE,59,LUDEWA,59,MAWENGI,59,KITEWELE,LUTIKA
NJOMBE,59,LUDEWA,59,MAWENGI,59,KITEWELE,MDONGA
NJOMBE,59,LUDEWA,59,MAKONDE,59,MAKONDE,MAKONDE
NJOMBE,59,LUDEWA,59,MAKONDE,59,MAKONDE,NDAMBA
NJOMBE,59,LUDEWA,59,MAKONDE,59,MAKONDE,LUSOTA
NJOMBE,59,LUDEWA,59,MAKONDE,59,MAKONDE,MBWEYA
NJOMBE,59,LUDEWA,59,MAKONDE,59,MAKONDE,LUNYANGI
NJOMBE,59,LUDEWA,59,MAKONDE,59,NDOWA,LULANDAO
NJOMBE,59,LUDEWA,59,MAKONDE,59,NDOWA,LUSISI
NJOMBE,59,LUDEWA,59,MAKONDE,59,NDOWA,NDOWA
NJOMBE,59,LUDEWA,59,MAKONDE,59,NDOWA,LIUNJI
NJOMBE,59,LUDEWA,59,MAKONDE,59,NDOWA,MWELISYE
NJOMBE,59,LUDEWA,59,MAKONDE,59,NDOWA,LUKUU
NJOMBE,59,LUDEWA,59,MAKONDE,59,NDOWA,MPUNDA
NJOMBE,59,LUDEWA,59,MAKONDE,59,KIMATA,NTULIKI
NJOMBE,59,LUDEWA,59,MAKONDE,59,KIMATA,LIKWAKWA
NJOMBE,59,LUDEWA,59,MAKONDE,59,KIMATA,KIMATA KATI
NJOMBE,59,LUDEWA,59,MAKONDE,59,KIMATA,MPUNDA
NJOMBE,59,LUDEWA,59,MAKONDE,59,LUVUYO,UHUNJI
NJOMBE,59,LUDEWA,59,MAKONDE,59,LUVUYO,MALANGANGA
NJOMBE,59,LUDEWA,59,MAKONDE,59,LUVUYO,MJIMWEMA
NJOMBE,59,LUDEWA,59,MAKONDE,59,LUVUYO,MKING'INO
NJOMBE,59,LUDEWA,59,LUPINGU,59,LUPINGU,ISANGA
NJOMBE,59,LUDEWA,59,LUPINGU,59,LUPINGU,LUKUYUSI
NJOMBE,59,LUDEWA,59,LUPINGU,59,LUPINGU,LUPINGU
NJOMBE,59,LUDEWA,59,LUPINGU,59,NINDI,IPOMBO
NJOMBE,59,LUDEWA,59,LUPINGU,59,NINDI,NINDI KATI
NJOMBE,59,LUDEWA,59,LUPINGU,59,NINDI,NINDI JUU
NJOMBE,59,LUDEWA,59,LUPINGU,59,NINDI,NJELELA
NJOMBE,59,LUDEWA,59,LUPINGU,59,NTUMBATI,KISEKE
NJOMBE,59,LUDEWA,59,LUPINGU,59,NTUMBATI,LIWILI
NJOMBE,59,LUDEWA,59,LUPINGU,59,NTUMBATI,IKANDU
NJOMBE,59,LUDEWA,59,LUPINGU,59,NTUMBATI,ILOMBE
NJOMBE,59,LUDEWA,59,LUPINGU,59,NKWIMBILI,YIGHA
NJOMBE,59,LUDEWA,59,LUPINGU,59,NKWIMBILI,IRINGA
NJOMBE,59,LUDEWA,59,LUPINGU,59,NKWIMBILI,MOROGORO
NJOMBE,59,LUDEWA,59,LUPINGU,59,NKWIMBILI,KILAMBO
NJOMBE,59,LUDEWA,59,LUMBILA,59,LUMBILA,MABATINI
NJOMBE,59,LUDEWA,59,LUMBILA,59,LUMBILA,MAKELA
NJOMBE,59,LUDEWA,59,LUMBILA,59,LUMBILA,KINA
NJOMBE,59,LUDEWA,59,LUMBILA,59,CHANJALE,CHANJALE
NJOMBE,59,LUDEWA,59,LUMBILA,59,CHANJALE,ISANGA
NJOMBE,59,LUDEWA,59,LUMBILA,59,CHANJALE,KAPUNGU
NJOMBE,59,LUDEWA,59,LUMBILA,59,CHANJALE,MBIMBI
NJOMBE,59,LUDEWA,59,LUMBILA,59,NKANDA,ITULI
NJOMBE,59,LUDEWA,59,LUMBILA,59,NKANDA,NKANDA
NJOMBE,59,LUDEWA,59,LUMBILA,59,NKANDA,KILANDALA
NJOMBE,59,LUDEWA,59,KILONDO,59,KILONDO,KILONDO
NJOMBE,59,LUDEWA,59,KILONDO,59,KILONDO,MBULA
NJOMBE,59,LUDEWA,59,KILONDO,59,KILONDO,UGINDU
NJOMBE,59,LUDEWA,59,KILONDO,59,KILONDO,IFUNGU
NJOMBE,59,LUDEWA,59,KILONDO,59,NSELE,IPENJA
NJOMBE,59,LUDEWA,59,KILONDO,59,NSELE,NSELE
NJOMBE,59,LUDEWA,59,KILONDO,59,NSELE,SANGE
NJOMBE,59,LUDEWA,59,KILONDO,59,NSELE,WOYO
NJOMBE,59,LUDEWA,59,LIFUMA,59,NSISI,NTALAWANDA
NJOMBE,59,LUDEWA,59,LIFUMA,59,NSISI,NSISI
NJOMBE,59,LUDEWA,59,LIFUMA,59,NSISI,KINYWESI
NJOMBE,59,LUDEWA,59,LIFUMA,59,LIFUMA,LWAMBO
NJOMBE,59,LUDEWA,59,LIFUMA,59,LIFUMA,KILINDI
NJOMBE,59,LUDEWA,59,LIFUMA,59,LIFUMA,LIFUMA
NJOMBE,59,LUDEWA,59,LIFUMA,59,LIFUMA,NTUNGU
NJOMBE,59,LUDEWA,59,LIFUMA,59,LIFUMA,KIWIGILI
NJOMBE,59,LUDEWA,59,LUDENDE,59,LUDENDE,LUDENDE A
NJOMBE,59,LUDEWA,59,LUDENDE,59,LUDENDE,LUDENDE B
NJOMBE,59,LUDEWA,59,LUDENDE,59,LUDENDE,MASITA
NJOMBE,59,LUDEWA,59,LUDENDE,59,LUDENDE,MSEKE
NJOMBE,59,LUDEWA,59,LUDENDE,59,LUDENDE,MPUMBWI
NJOMBE,59,LUDEWA,59,LUDENDE,59,MAHOLONG'WA,MAHOLONG'WA
NJOMBE,59,LUDEWA,59,LUDENDE,59,MAHOLONG'WA,MABOGA
NJOMBE,59,LUDEWA,59,LUDENDE,59,MAHOLONG'WA,KIHENYENA
NJOMBE,59,LUDEWA,59,LUDENDE,59,MAHOLONG'WA,MAKASI
NJOMBE,59,LUDEWA,59,LUDENDE,59,MAHOLONG'WA,NDILIMA
NJOMBE,59,LUDEWA,59,LUDENDE,59,MADINDO,MLANJE
NJOMBE,59,LUDEWA,59,LUDENDE,59,MADINDO,MADINDO
NJOMBE,59,LUDEWA,59,LUDENDE,59,MADINDO,NG'OCHI
NJOMBE,59,LUDEWA,59,LUDENDE,59,MADINDO,MLULU
NJOMBE,59,LUDEWA,59,LUDENDE,59,MADINDO,LUSHOTO
NJOMBE,59,LUDEWA,59,MILO,59,MILO,MABANDE
NJOMBE,59,LUDEWA,59,MILO,59,MILO,MSIKITINI
NJOMBE,59,LUDEWA,59,MILO,59,MILO,IGOSI
NJOMBE,59,LUDEWA,59,MILO,59,MAVALA,MAVALA KATI
NJOMBE,59,LUDEWA,59,MILO,59,MAVALA,ILALA
NJOMBE,59,LUDEWA,59,MILO,59,MAVALA,LWEPELE
NJOMBE,59,LUDEWA,59,MILO,59,MAVALA,LUVUNGO
NJOMBE,59,LUDEWA,59,MILO,59,MAPOGORO,SHANG'UMBA
NJOMBE,59,LUDEWA,59,MILO,59,MAPOGORO,CHANGARAWE
NJOMBE,59,LUDEWA,59,MILO,59,MAPOGORO,MAHANJE
NJOMBE,59,LUDEWA,59,MILO,59,MAPOGORO,MPOCHO
NJOMBE,59,LUDEWA,59,MILO,59,MAPOGORO,MAFIGA
NJOMBE,59,LUDEWA,59,MILO,59,MAPOGORO,MASHARIKI
NJOMBE,59,LUDEWA,59,MILO,59,MAPOGORO,ISAULA
NJOMBE,59,LUDEWA,59,MILO,59,MAPOGORO,IKALO
NJOMBE,59,LUDEWA,59,MLANGALI,59,ITUNDU,LIWIGI
NJOMBE,59,LUDEWA,59,MLANGALI,59,ITUNDU,UBELA
NJOMBE,59,LUDEWA,59,MLANGALI,59,ITUNDU,MJINI
NJOMBE,59,LUDEWA,59,MLANGALI,59,ITUNDU,MALAPULA
NJOMBE,59,LUDEWA,59,MLANGALI,59,ITUNDU,KIDINGILI
NJOMBE,59,LUDEWA,59,MLANGALI,59,MLANGALI,MLANGALI NDANI
NJOMBE,59,LUDEWA,59,MLANGALI,59,MLANGALI,ULAYASI
NJOMBE,59,LUDEWA,59,MLANGALI,59,MLANGALI,MADINDU
NJOMBE,59,LUDEWA,59,MLANGALI,59,MLANGALI,NG'ALIKE
NJOMBE,59,LUDEWA,59,MLANGALI,59,LIGUMBIRO,UDUTI
NJOMBE,59,LUDEWA,59,MLANGALI,59,LIGUMBIRO,LIGUMBIRO
NJOMBE,59,LUDEWA,59,MLANGALI,59,LIGUMBIRO,MAKIMBA
NJOMBE,59,LUDEWA,59,MLANGALI,59,LIGUMBIRO,MASAULA
NJOMBE,59,LUDEWA,59,MLANGALI,59,LIGUMBIRO,VIGANGA
NJOMBE,59,LUDEWA,59,MLANGALI,59,LUFUMBU,MDETE
NJOMBE,59,LUDEWA,59,MLANGALI,59,LUFUMBU,MADUKU
NJOMBE,59,LUDEWA,59,MLANGALI,59,LUFUMBU,IHONJOGORO
NJOMBE,59,LUDEWA,59,MLANGALI,59,LUFUMBU,MAGANGA
NJOMBE,59,LUDEWA,59,MLANGALI,59,LUFUMBU,ITIWILI
NJOMBE,59,LUDEWA,59,MLANGALI,59,LUFUMBU,ITOKI
NJOMBE,59,LUDEWA,59,LUPANGA,59,LUPANGA,LUPANGA A
NJOMBE,59,LUDEWA,59,LUPANGA,59,LUPANGA,LUPANGA B
NJOMBE,59,LUDEWA,59,LUPANGA,59,LUPANGA,KINYIKA
NJOMBE,59,LUDEWA,59,LUPANGA,59,LUPANGA,MAYOKOLA
NJOMBE,59,LUDEWA,59,LUPANGA,59,LUPANGA,MAPYUFYA
NJOMBE,59,LUDEWA,59,LUPANGA,59,LUPANGA,MCHALAWA
NJOMBE,59,LUDEWA,59,LUPANGA,59,LUSALA,KIJIWENI
NJOMBE,59,LUDEWA,59,LUPANGA,59,LUSALA,MOROGORO
NJOMBE,59,LUDEWA,59,LUPANGA,59,LUSALA,KIVUKONI
NJOMBE,59,LUDEWA,59,LUPANGA,59,LUSALA,IDETE
NJOMBE,59,LUDEWA,59,LUPANGA,59,LUSALA,LUFUMBU
NJOMBE,59,LUDEWA,59,LUPANGA,59,LUSALA,IKULUNGILO
NJOMBE,59,LUDEWA,59,LUPANGA,59,UTILILI,MLUMBLU
NJOMBE,59,LUDEWA,59,LUPANGA,59,UTILILI,JANZIKONA
NJOMBE,59,LUDEWA,59,LUPANGA,59,UTILILI,MJANGE
NJOMBE,59,LUDEWA,59,LUPANGA,59,UTILILI,MAHANJE
NJOMBE,59,LUDEWA,59,MADOPE,59,MADOPE,KIDIWIKE
NJOMBE,59,LUDEWA,59,MADOPE,59,MADOPE,NJIAPANDA
NJOMBE,59,LUDEWA,59,MADOPE,59,MADOPE,MLINGANO
NJOMBE,59,LUDEWA,59,MADOPE,59,MADOPE,MBUGANI
NJOMBE,59,LUDEWA,59,MADOPE,59,MANGALANYENE,LIGOMELO
NJOMBE,59,LUDEWA,59,MADOPE,59,MANGALANYENE,MDANDAMO
NJOMBE,59,LUDEWA,59,MADOPE,59,MANGALANYENE,BATINI
NJOMBE,59,LUDEWA,59,MADOPE,59,MANGALANYENE,LIGELANGO
NJOMBE,59,LUDEWA,59,MADILU,59,MADILU,MADILU
NJOMBE,59,LUDEWA,59,MADILU,59,MADILU,MANZESE
NJOMBE,59,LUDEWA,59,MADILU,59,MADILU,TEMEKE
NJOMBE,59,LUDEWA,59,MADILU,59,MADILU,LIFUNGULU
NJOMBE,59,LUDEWA,59,MADILU,59,MADILU,MATUNDU
NJOMBE,59,LUDEWA,59,MADILU,59,MANGA,ILALA
NJOMBE,59,LUDEWA,59,MADILU,59,MANGA,MANGA JUU
NJOMBE,59,LUDEWA,59,MADILU,59,MANGA,ULYALYA
NJOMBE,59,LUDEWA,59,MADILU,59,MANGA,LUBINDI
NJOMBE,59,LUDEWA,59,MADILU,59,MFALASI,MFALASI
NJOMBE,59,LUDEWA,59,MADILU,59,MFALASI,MPOCHO
NJOMBE,59,LUDEWA,59,MADILU,59,MFALASI,MDETELE
NJOMBE,59,LUDEWA,59,MADILU,59,ILAWA,ILALA
NJOMBE,59,LUDEWA,59,MADILU,59,ILAWA,NJOMLOLE
NJOMBE,59,LUDEWA,59,MADILU,59,ILAWA,MJI MWEMA
NJOMBE,59,LUDEWA,59,MADILU,59,ILININDA,ILININDA MJINI
NJOMBE,59,LUDEWA,59,MADILU,59,ILININDA,MANGE
NJOMBE,59,LUDEWA,59,MADILU,59,ILININDA,MJIMWEMA
NJOMBE,59,LUDEWA,59,MADILU,59,ILININDA,NJODEKO
NJOMBE,59,LUDEWA,59,MADILU,59,ILININDA,TEMEKE
NJOMBE,59,LUDEWA,59,MUNDINDI,59,MUNDINDI,MYOLUA
NJOMBE,59,LUDEWA,59,MUNDINDI,59,MUNDINDI,MNYUSI A
NJOMBE,59,LUDEWA,59,MUNDINDI,59,MUNDINDI,MNYUSI B
NJOMBE,59,LUDEWA,59,MUNDINDI,59,MUNDINDI,ILONGI
NJOMBE,59,LUDEWA,59,MUNDINDI,59,AMANI,LUHAHA
NJOMBE,59,LUDEWA,59,MUNDINDI,59,AMANI,CHIMBO (DODOMA)
NJOMBE,59,LUDEWA,59,MUNDINDI,59,AMANI,MALULUMA
NJOMBE,59,LUDEWA,59,MUNDINDI,59,AMANI,MASILU
NJOMBE,59,LUDEWA,59,MUNDINDI,59,AMANI,ULEMBWE
NJOMBE,59,LUDEWA,59,MUNDINDI,59,NJELELA,MWEMBETOGWA
NJOMBE,59,LUDEWA,59,MUNDINDI,59,NJELELA,MABATINI
NJOMBE,59,LUDEWA,59,MUNDINDI,59,NJELELA,MBUGANI
NJOMBE,59,LUDEWA,59,MAVANGA,59,MAVANGA,MJIMWEMA
NJOMBE,59,LUDEWA,59,MAVANGA,59,MAVANGA,MAVANGA
NJOMBE,59,LUDEWA,59,MAVANGA,59,MAVANGA,MFARANYAKI
NJOMBE,59,LUDEWA,59,MAVANGA,59,MAVANGA,MANZESE
NJOMBE,59,LUDEWA,59,MAVANGA,59,MAVANGA,MGOMBEZI
NJOMBE,59,LUDEWA,59,MAVANGA,59,MBUGANI,MBUGANI
NJOMBE,59,LUDEWA,59,MAVANGA,59,MBUGANI,MKUSI
NJOMBE,59,LUDEWA,59,MAVANGA,59,MBUGANI,MAPENDO
NJOMBE,59,LUDEWA,59,MAVANGA,59,MBUGANI,USHINDI
NJOMBE,59,LUDEWA,59,MAVANGA,59,MBUGANI,MGOMBEZI
NJOMBE,59,LUDEWA,59,MAVANGA,59,MBUGANI,RUHUHU
NJOMBE,59,LUDEWA,59,IBUMI,59,IBUMI,MOROGORO
NJOMBE,59,LUDEWA,59,IBUMI,59,IBUMI,MAGOMENI
NJOMBE,59,LUDEWA,59,IBUMI,59,IBUMI,MSUMBIJI
NJOMBE,59,LUDEWA,59,IBUMI,59,IBUMI,NYAMALAMBA
NJOMBE,59,LUDEWA,59,IBUMI,59,IBUMI,MKEREMA
NJOMBE,59,LUDEWA,59,IBUMI,59,IBUMI,MPANGA
NJOMBE,59,LUDEWA,59,IBUMI,59,MASIMAVALAFU,MASHARIKI
NJOMBE,59,LUDEWA,59,IBUMI,59,MASIMAVALAFU,MAGHARIBI
NJOMBE,59,LUDEWA,59,LUGARAWA,59,LUGARAWA,LUPEFU
NJOMBE,59,LUDEWA,59,LUGARAWA,59,LUGARAWA,LUHOLOMELO
NJOMBE,59,LUDEWA,59,LUGARAWA,59,LUGARAWA,MHAWIKE
NJOMBE,59,LUDEWA,59,LUGARAWA,59,LUGARAWA,UKINDO
NJOMBE,59,LUDEWA,59,LUGARAWA,59,LUGARAWA,LWAFYO JUU
NJOMBE,59,LUDEWA,59,LUGARAWA,59,LUGARAWA,LWAFYO CHINI
NJOMBE,59,LUDEWA,59,LUGARAWA,59,LUGARAWA,MSANYO
NJOMBE,59,LUDEWA,59,LUGARAWA,59,SHAURIMOYO,AMKATWENDE
NJOMBE,59,LUDEWA,59,LUGARAWA,59,SHAURIMOYO,SONGAMBELE
NJOMBE,59,LUDEWA,59,LUGARAWA,59,SHAURIMOYO,MJIMWEMA
NJOMBE,59,LUDEWA,59,LUGARAWA,59,SHAURIMOYO,MYOMBO
NJOMBE,59,LUDEWA,59,LUGARAWA,59,SHAURIMOYO,MWENDAPOLE
NJOMBE,59,LUDEWA,59,LUGARAWA,59,MDILIDILI,MATIKA
NJOMBE,59,LUDEWA,59,LUGARAWA,59,MDILIDILI,LUSAPO
NJOMBE,59,LUDEWA,59,LUGARAWA,59,MDILIDILI,LUSHOTO
NJOMBE,59,LUDEWA,59,LUGARAWA,59,MDILIDILI,MAVULA
NJOMBE,59,LUDEWA,59,MKONGOBAKI,59,LIPANGALA,MNOGE
NJOMBE,59,LUDEWA,59,MKONGOBAKI,59,LIPANGALA,LUPEPO
NJOMBE,59,LUDEWA,59,MKONGOBAKI,59,LIPANGALA,MHUMBI
NJOMBE,59,LUDEWA,59,MKONGOBAKI,59,LIPANGALA,KIDINGILI
NJOMBE,59,LUDEWA,59,MKONGOBAKI,59,MKONGOBAKI,USHIRIKIANO
NJOMBE,59,LUDEWA,59,MKONGOBAKI,59,MKONGOBAKI,MPOCHI
NJOMBE,59,LUDEWA,59,MKONGOBAKI,59,MKONGOBAKI,MWANGAZA
NJOMBE,59,LUDEWA,59,MKONGOBAKI,59,MKONGOBAKI,MALAGANGA
NJOMBE,59,LUDEWA,59,MKONGOBAKI,59,MKONGOBAKI,LUWANDE
NJOMBE,59,LUDEWA,59,MKONGOBAKI,59,UGERA,KIGINA
NJOMBE,59,LUDEWA,59,MKONGOBAKI,59,UGERA,USHIRIKIANO
NJOMBE,59,LUDEWA,59,MKONGOBAKI,59,UGERA,MLANGALI NDANI
NJOMBE,59,LUDEWA,59,NKOMANG'OMBE,59,NKOMANG'OMBE,NKOMANG'OMBE
NJOMBE,59,LUDEWA,59,NKOMANG'OMBE,59,NKOMANG'OMBE,NTIULE
NJOMBE,59,LUDEWA,59,NKOMANG'OMBE,59,NKOMANG'OMBE,IDUSI
NJOMBE,59,LUDEWA,59,NKOMANG'OMBE,59,NKOMANG'OMBE,NYAMALAPI
NJOMBE,59,LUDEWA,59,NKOMANG'OMBE,59,NKOMANG'OMBE,MHUMBI
NJOMBE,59,LUDEWA,59,NKOMANG'OMBE,59,NKOMANG'OMBE,MHAMBALASI A
NJOMBE,59,LUDEWA,59,NKOMANG'OMBE,59,NKOMANG'OMBE,MHAMBALASI B
NJOMBE,59,LUDEWA,59,NKOMANG'OMBE,59,KIMELEMBE,KIMELEMBE KATI
NJOMBE,59,LUDEWA,59,NKOMANG'OMBE,59,KIMELEMBE,IGUNGA
NJOMBE,59,LUDEWA,59,NKOMANG'OMBE,59,KIMELEMBE,NDILIMA
NJOMBE,59,LUDEWA,59,NKOMANG'OMBE,59,KIMELEMBE,MKAVILONDO
NJOMBE,59,LUDEWA,59,NKOMANG'OMBE,59,KIMELEMBE,MJIMWEMA
NJOMBE,59,LUDEWA,59,LUILO,59,LUILO,LUILO ASILIA
NJOMBE,59,LUDEWA,59,LUILO,59,LUILO,LUILO KATI
NJOMBE,59,LUDEWA,59,LUILO,59,LUILO,MBUYUNI
NJOMBE,59,LUDEWA,59,LUILO,59,LUILO,KIBO
NJOMBE,59,LUDEWA,59,LUILO,59,KIPANGALA,UHANJE
NJOMBE,59,LUDEWA,59,LUILO,59,KIPANGALA,NTUNDUWALO
NJOMBE,59,LUDEWA,59,LUILO,59,KIPANGALA,KIPANGALA KATI
NJOMBE,59,LUDEWA,59,LUILO,59,KIPANGALA,KIPANGALA ASILIA
NJOMBE,59,LUDEWA,59,LUILO,59,KIPANGALA,MALAMBA
NJOMBE,59,LUDEWA,59,LUILO,59,LIFUA,LIFUA SAFI
NJOMBE,59,LUDEWA,59,LUILO,59,LIFUA,MAPOGORO
NJOMBE,59,LUDEWA,59,LUILO,59,LIFUA,NKINILA
NJOMBE,59,LUDEWA,59,LUILO,59,LIFUA,LIUMBA
NJOMBE,59,LUDEWA,59,LUILO,59,LIUGHAI,LIUGHAI
NJOMBE,59,LUDEWA,59,LUILO,59,LIUGHAI,NDAMBASI
NJOMBE,59,LUDEWA,59,MASASI,59,KINGOLE,KINGOLE
NJOMBE,59,LUDEWA,59,MASASI,59,KINGOLE,MASASI
NJOMBE,59,LUDEWA,59,MASASI,59,KINGOLE,MAKALI
NJOMBE,59,LUDEWA,59,MASASI,59,LIHAGULE,NKONGOLEKO
NJOMBE,59,LUDEWA,59,MASASI,59,LIHAGULE,LIHAGULE KATI
NJOMBE,59,LUDEWA,59,MASASI,59,LIHAGULE,NDENGELE
NJOMBE,59,LUDEWA,59,MASASI,59,KIYOGO,KIYOGO CHINI
NJOMBE,59,LUDEWA,59,MASASI,59,KIYOGO,KIYOGO ASILIA
NJOMBE,59,LUDEWA,59,MASASI,59,KIYOGO,NDIKA
NJOMBE,59,LUDEWA,59,MANDA,59,NSUNGU,BOMA
NJOMBE,59,LUDEWA,59,MANDA,59,NSUNGU,NSUNGU KATI
NJOMBE,59,LUDEWA,59,MANDA,59,NSUNGU,CHINGOLI
NJOMBE,59,LUDEWA,59,MANDA,59,NSUNGU,SAGALU
NJOMBE,59,LUDEWA,59,MANDA,59,NSUNGU,NYANYAMA
NJOMBE,59,LUDEWA,59,MANDA,59,MBONGO,MBONGO
NJOMBE,59,LUDEWA,59,MANDA,59,MBONGO,ISETA
NJOMBE,59,LUDEWA,59,MANDA,59,MBONGO,LUTALA
NJOMBE,59,LUDEWA,59,MANDA,59,MBONGO,MBANDE
NJOMBE,59,LUDEWA,59,MANDA,59,MBONGO,KISAULA
NJOMBE,59,LUDEWA,59,MANDA,59,MBONGO,MAGINA
NJOMBE,59,LUDEWA,59,MANDA,59,IGALU,MWILI
NJOMBE,59,LUDEWA,59,MANDA,59,IGALU,KIPULILO
NJOMBE,59,LUDEWA,59,RUHUHU,59,ILELA,LULIMBO
NJOMBE,59,LUDEWA,59,RUHUHU,59,ILELA,IBUGULU
NJOMBE,59,LUDEWA,59,RUHUHU,59,ILELA,KISONGO
NJOMBE,59,LUDEWA,59,RUHUHU,59,KIPINGU,PANTONI
NJOMBE,59,LUDEWA,59,RUHUHU,59,KIPINGU,NSAFIRI
NJOMBE,59,LUDEWA,59,RUHUHU,59,KIPINGU,NDEMBE
NJOMBE,59,LUDEWA,59,RUHUHU,59,NGELENGE,MAGULANDI
NJOMBE,59,LUDEWA,59,RUHUHU,59,NGELENGE,KIVUKONI
NJOMBE,59,LUDEWA,59,RUHUHU,59,NGELENGE,CCM TAWI
NJOMBE,59,LUDEWA,59,RUHUHU,59,NGELENGE,FOKLAND
NJOMBE,59,LUDEWA,59,RUHUHU,59,NGELENGE,SHULENI
NJOMBE,59,LUDEWA,59,IWELA,59,IWELA,KILOMSI
NJOMBE,59,LUDEWA,59,IWELA,59,IWELA,NDETE
NJOMBE,59,LUDEWA,59,IWELA,59,IWELA,MAKATA
NJOMBE,59,LUDEWA,59,IWELA,59,IWELA,NGOWALELA
NJOMBE,59,LUDEWA,59,IWELA,59,IWELA,KISEKELA
NJOMBE,59,LUDEWA,59,LUBONDE,59,MKIU,LUBONDE
NJOMBE,59,LUDEWA,59,LUBONDE,59,MKIU,MKIU
NJOMBE,59,LUDEWA,59,LUBONDE,59,MKIU,MAGASIVALALE
NJOMBE,59,LUDEWA,59,LUBONDE,59,MKIU,CHANGARAWE
NJOMBE,59,LUDEWA,59,LUBONDE,59,MKIU,NYAMWIHAKE
NJOMBE,59,LUDEWA,59,LUBONDE,59,KIYOMBO,KIYOMBO
NJOMBE,59,LUDEWA,59,LUBONDE,59,KIYOMBO,LUKUWILO
NJOMBE,59,LUDEWA,59,LUBONDE,59,KIYOMBO,LUTEMALUCHI
NJOMBE,59,LUDEWA,59,LUBONDE,59,MASIMBWE,MSELESELE
NJOMBE,59,LUDEWA,59,LUBONDE,59,MASIMBWE,MASHARIKI
NJOMBE,59,LUDEWA,59,LUBONDE,59,MASIMBWE,MATINGA
NJOMBE,59,LUDEWA,59,LUBONDE,59,MASIMBWE,CHANGARAWE
NJOMBE,59,LUDEWA,59,LUBONDE,59,MASIMBWE,IGELANGO
NJOMBE,59,MAKETE,59,IWAWA,59,IWAWA,LUGELEGENZI
NJOMBE,59,MAKETE,59,IWAWA,59,IWAWA,DUKA LA KIJIJI
NJOMBE,59,MAKETE,59,IWAWA,59,IWAWA,MATIPO
NJOMBE,59,MAKETE,59,IWAWA,59,IWAWA,KIVANGA
NJOMBE,59,MAKETE,59,IWAWA,59,IWAWA,IVILIGU
NJOMBE,59,MAKETE,59,IWAWA,59,IWAWA,MPANGALA
